gene,gene_name,chromosome,description,entrez_id,LPS_vs_PBS_IP.l2fc,LPS_vs_PBS_IP.padj,IP_LPS_avg_fpkm,IP_PBS_avg_fpkm
ENSMUSG00000018474,Chd3,11,chromodomain helicase DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1344395],216848,-0.341148497,0.016799509,43.65757549,57.24698363
ENSMUSG00000026883,Dab2ip,2,disabled 2 interacting protein [Source:MGI Symbol;Acc:MGI:1916851],69601,-0.343592389,0.010724208,41.08594426,54.45520526
ENSMUSG00000003410,Elavl3,9,ELAV like RNA binding protein 3 [Source:MGI Symbol;Acc:MGI:109157],15571,-0.345327029,0.023087973,13.7344681,18.26730231
ENSMUSG00000022307,Oxr1,15,oxidation resistance 1 [Source:MGI Symbol;Acc:MGI:2179326],170719,-0.346343505,0.027335319,27.83689663,37.24345739
ENSMUSG00000058589,Anks1b,10,ankyrin repeat and sterile alpha motif domain containing 1B [Source:MGI Symbol;Acc:MGI:1924781],77531,-0.347428275,0.027318948,10.12742848,13.49827655
ENSMUSG00000042444,Mindy2,9,MINDY lysine 48 deubiquitinase 2 [Source:MGI Symbol;Acc:MGI:2443086],235461,-0.347446818,0.033089899,12.73437447,16.93375062
ENSMUSG00000031486,Adgra2,8,adhesion G protein-coupled receptor A2 [Source:MGI Symbol;Acc:MGI:1925810],78560,-0.348150793,0.025335307,44.96503194,60.02039846
ENSMUSG00000019873,Reep3,10,receptor accessory protein 3 [Source:MGI Symbol;Acc:MGI:88930],28193,-0.348309111,0.038016353,40.25008907,53.98931642
ENSMUSG00000027546,Atp9a,2,"ATPase, class II, type 9A [Source:MGI Symbol;Acc:MGI:1330826]",11981,-0.348339431,0.022973779,23.54622228,31.41749861
ENSMUSG00000056602,Fry,5,FRY microtubule binding protein [Source:MGI Symbol;Acc:MGI:2443895],320365,-0.348804671,0.013630624,43.68437757,58.10711593
ENSMUSG00000052572,Dlg2,7,discs large MAGUK scaffold protein 2 [Source:MGI Symbol;Acc:MGI:1344351],23859,-0.349726997,0.040735264,22.18711665,29.36728362
ENSMUSG00000026421,Csrp1,1,cysteine and glycine-rich protein 1 [Source:MGI Symbol;Acc:MGI:88549],13007,-0.350437742,0.03091491,58.49606105,77.2669981
ENSMUSG00000026576,Atp1b1,1,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]",11931,-0.351482347,0.035994342,81.43787315,109.1035088
ENSMUSG00000052911,Lamb2,9,"laminin, beta 2 [Source:MGI Symbol;Acc:MGI:99916]",16779,-0.351800961,0.039517299,83.78353287,111.6983264
ENSMUSG00000066357,Wdr6,9,WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140],83669,-0.352207048,0.04225944,14.43169348,19.28267304
ENSMUSG00000024238,Zeb1,18,zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313],21417,-0.352247663,0.008435858,32.86066925,43.83784367
ENSMUSG00000023830,Igf2r,17,insulin-like growth factor 2 receptor [Source:MGI Symbol;Acc:MGI:96435],16004,-0.352373219,0.045788357,17.49464132,23.48227211
ENSMUSG00000029120,Ppp2r2c,5,"protein phosphatase 2, regulatory subunit B, gamma [Source:MGI Symbol;Acc:MGI:2442660]",269643,-0.3526859,0.020295297,40.352054,54.67684632
ENSMUSG00000018411,Mapt,11,microtubule-associated protein tau [Source:MGI Symbol;Acc:MGI:97180],17762,-0.353211603,0.020796164,19.59417388,26.31987399
ENSMUSG00000025151,Maged1,X,MAGE family member D1 [Source:MGI Symbol;Acc:MGI:1930187],94275,-0.353715161,0.020886375,93.05020325,124.8040616
ENSMUSG00000018459,Slc13a3,2,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:MGI Symbol;Acc:MGI:2149635]",114644,-0.355388428,0.044201989,93.37744474,126.9058736
ENSMUSG00000039100,Marchf6,15,membrane associated ring-CH-type finger 6 [Source:MGI Symbol;Acc:MGI:2442773],223455,-0.355795502,0.023603024,62.15444942,83.99938805
ENSMUSG00000026833,Olfm1,2,olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437],56177,-0.35638049,0.031910863,44.86666605,60.4251711
ENSMUSG00000050556,Kcnb1,2,"potassium voltage gated channel, Shab-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96666]",16500,-0.356833975,0.01364691,11.68188491,15.75203642
ENSMUSG00000000276,Dgke,11,"diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]",56077,-0.356849344,0.031215647,6.896317757,9.278304525
ENSMUSG00000027525,Phactr3,2,phosphatase and actin regulator 3 [Source:MGI Symbol;Acc:MGI:1921439],74189,-0.357828162,0.043998498,12.0225582,16.26440116
ENSMUSG00000005881,Ergic3,2,ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616],66366,-0.358101252,0.036558159,41.87155514,56.19908674
ENSMUSG00000005873,Reep5,18,receptor accessory protein 5 [Source:MGI Symbol;Acc:MGI:1270152],13476,-0.358358139,0.008643276,51.53218422,69.12236824
ENSMUSG00000032411,Tfdp2,9,transcription factor Dp 2 [Source:MGI Symbol;Acc:MGI:107167],211586,-0.358839226,0.034548822,9.978433181,13.42736565
ENSMUSG00000041890,Git2,5,GIT ArfGAP 2 [Source:MGI Symbol;Acc:MGI:1347053],26431,-0.359253939,0.007873092,17.50549979,23.55013606
ENSMUSG00000027082,Tfpi,2,tissue factor pathway inhibitor [Source:MGI Symbol;Acc:MGI:1095418],21788,-0.359521796,0.032124874,15.48732707,20.91060886
ENSMUSG00000037486,Asxl2,12,ASXL transcriptional regulator 2 [Source:MGI Symbol;Acc:MGI:1922552],75302,-0.360453511,0.019174613,7.460589119,10.08286842
ENSMUSG00000047888,Tnrc6b,15,trinucleotide repeat containing 6b [Source:MGI Symbol;Acc:MGI:2443730],213988,-0.361702518,0.030502115,12.14180557,16.37352187
ENSMUSG00000021027,Ralgapa1,12,"Ral GTPase activating protein, alpha subunit 1 [Source:MGI Symbol;Acc:MGI:1931050]",56784,-0.361930394,0.034019926,30.00455126,39.57058498
ENSMUSG00000021687,Scamp1,13,secretory carrier membrane protein 1 [Source:MGI Symbol;Acc:MGI:1349480],107767,-0.362215092,0.015069221,32.6339382,44.09305223
ENSMUSG00000038967,Pdk2,11,"pyruvate dehydrogenase kinase, isoenzyme 2 [Source:MGI Symbol;Acc:MGI:1343087]",18604,-0.363153618,0.039296678,14.80495339,20.01590498
ENSMUSG00000020189,Osbpl8,10,oxysterol binding protein-like 8 [Source:MGI Symbol;Acc:MGI:2443807],237542,-0.363737488,0.008842646,24.63644555,33.31974283
ENSMUSG00000023927,Satb1,17,special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084],20230,-0.364130877,0.024480727,7.164087422,9.648606369
ENSMUSG00000022265,Ank,15,progressive ankylosis [Source:MGI Symbol;Acc:MGI:3045421],11732,-0.364897041,0.016498888,16.53957887,22.39828373
ENSMUSG00000031667,Aktip,8,AKT interacting protein [Source:MGI Symbol;Acc:MGI:3693832],14339,-0.36522261,0.017702456,15.86282769,21.52741264
ENSMUSG00000053580,Tanc2,11,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:MGI Symbol;Acc:MGI:2444121]",77097,-0.365349695,0.007686162,14.22834746,19.20353733
ENSMUSG00000027589,Pcmtd2,2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1923927],245867,-0.36601097,0.022358115,14.25647023,19.31000604
ENSMUSG00000032047,Acat1,9,acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:87870],110446,-0.366238366,0.040406813,12.08751241,16.36747164
ENSMUSG00000005045,Chd5,4,chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258],269610,-0.366973124,0.007504699,10.39928537,14.04253736
ENSMUSG00000027709,Mccc1,3,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) [Source:MGI Symbol;Acc:MGI:1919289],72039,-0.36713668,0.046656225,4.494845672,6.094256727
ENSMUSG00000040276,Pacsin1,17,protein kinase C and casein kinase substrate in neurons 1 [Source:MGI Symbol;Acc:MGI:1345181],23969,-0.367954645,0.015538967,18.4396675,25.0289352
ENSMUSG00000024098,Twsg1,17,twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520],65960,-0.367966553,0.034540925,40.758155,55.49582688
ENSMUSG00000020841,Cpd,11,carboxypeptidase D [Source:MGI Symbol;Acc:MGI:107265],12874,-0.369170892,0.014844414,51.34082904,69.15253795
ENSMUSG00000040929,Rfx3,19,"regulatory factor X, 3 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106582]",19726,-0.37044605,0.045755905,4.033554452,5.472046763
ENSMUSG00000023169,Slc38a1,15,"solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]",105727,-0.370885822,0.040287975,10.72706319,14.61667257
ENSMUSG00000023007,Prpf40b,15,pre-mRNA processing factor 40B [Source:MGI Symbol;Acc:MGI:1925583],54614,-0.371070339,0.049942704,7.475336415,9.952801076
ENSMUSG00000031840,Rab3a,8,"RAB3A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97843]",19339,-0.371410031,0.04657591,36.13320563,49.27741894
ENSMUSG00000001768,Rin2,2,Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280],74030,-0.373003048,0.0366406,25.23200108,34.09379877
ENSMUSG00000026687,Aldh9a1,1,"aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]",56752,-0.373394543,0.044681287,20.45308485,27.33455941
ENSMUSG00000027007,Itprid2,2,ITPR interacting domain containing 2 [Source:MGI Symbol;Acc:MGI:1917849],70599,-0.373507281,0.011813525,35.02828603,47.62741338
ENSMUSG00000034021,Pds5b,5,PDS5 cohesin associated factor B [Source:MGI Symbol;Acc:MGI:2140945],100710,-0.373587464,0.009253838,22.63246221,30.68477187
ENSMUSG00000026860,Sh3glb2,2,SH3-domain GRB2-like endophilin B2 [Source:MGI Symbol;Acc:MGI:2385131],227700,-0.374309666,0.022899168,22.2651271,30.23599338
ENSMUSG00000062901,Klhl24,16,kelch-like 24 [Source:MGI Symbol;Acc:MGI:1923035],75785,-0.374648506,0.043469934,17.03995973,23.23975934
ENSMUSG00000045515,Pou3f3,1,"POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]",18993,-0.374872097,0.040012978,4.177234659,5.679431783
ENSMUSG00000059273,Zc3h4,7,zinc finger CCCH-type containing 4 [Source:MGI Symbol;Acc:MGI:2682314],330474,-0.375826399,0.015575414,17.79252716,24.16490715
ENSMUSG00000006920,Ezh1,11,enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:1097695],14055,-0.376277619,0.010765927,29.79403088,40.63105923
ENSMUSG00000000416,Cttnbp2,6,cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467],30785,-0.376595478,0.02342588,14.7994861,20.32347976
ENSMUSG00000030287,Itpr2,6,"inositol 1,4,5-triphosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99418]",16439,-0.376664519,0.019475314,14.73075331,19.95219879
ENSMUSG00000026827,Gpd2,2,"glycerol phosphate dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99778]",14571,-0.376703085,0.016189786,36.48506628,49.40506567
ENSMUSG00000040151,Hs2st1,3,heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049],23908,-0.376768555,0.019470793,7.498154596,10.20684598
ENSMUSG00000017639,Rab11fip4,11,RAB11 family interacting protein 4 (class II) [Source:MGI Symbol;Acc:MGI:2442920],268451,-0.377188919,0.013093073,13.7143937,18.77771483
ENSMUSG00000062115,Rai1,11,retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291],19377,-0.377211222,0.016417068,9.56742511,13.04646077
ENSMUSG00000032624,Eml4,17,echinoderm microtubule associated protein like 4 [Source:MGI Symbol;Acc:MGI:1926048],78798,-0.377245886,0.019205471,13.77560579,18.73956282
ENSMUSG00000032224,Fam81a,9,"family with sequence similarity 81, member A [Source:MGI Symbol;Acc:MGI:1924136]",76886,-0.377270677,0.039822437,17.86781618,24.58867875
ENSMUSG00000024193,Phf1,17,PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647],21652,-0.378453633,0.047018578,7.647641763,10.42559952
ENSMUSG00000013698,Pea15a,1,phosphoprotein enriched in astrocytes 15A [Source:MGI Symbol;Acc:MGI:104799],18611,-0.378900505,0.028206411,74.11750403,99.854986
ENSMUSG00000024302,Dtna,18,dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039],13527,-0.378914664,0.039296678,8.61102594,11.83581352
ENSMUSG00000025920,Stau2,1,staufen double-stranded RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1352508],29819,-0.379798493,0.042818074,9.495105252,12.99791817
ENSMUSG00000025092,Hspa12a,19,heat shock protein 12A [Source:MGI Symbol;Acc:MGI:1920692],73442,-0.380896576,0.012093166,13.41458189,18.26668634
ENSMUSG00000036333,Kidins220,12,kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730],77480,-0.380915362,0.004643595,41.98673044,57.39134151
ENSMUSG00000042046,Dstyk,1,dual serine/threonine and tyrosine protein kinase [Source:MGI Symbol;Acc:MGI:1925064],213452,-0.381041294,0.024026378,9.708323112,13.29271001
ENSMUSG00000032419,Tbx18,9,T-box18 [Source:MGI Symbol;Acc:MGI:1923615],76365,-0.381127308,0.040405303,16.06980549,22.00290178
ENSMUSG00000031748,Gnao1,8,"guanine nucleotide binding protein, alpha O [Source:MGI Symbol;Acc:MGI:95775]",14681,-0.381215146,0.008092335,31.2053031,42.82540707
ENSMUSG00000026872,Zeb2,2,zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407],24136,-0.381820395,0.00510734,15.60381695,21.31706505
ENSMUSG00000038910,Plcl2,17,phospholipase C-like 2 [Source:MGI Symbol;Acc:MGI:1352756],224860,-0.382956132,0.029652942,8.322765858,11.46571493
ENSMUSG00000019647,Sema6a,18,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:MGI Symbol;Acc:MGI:1203727]",20358,-0.383708599,0.022973779,23.1556903,31.3880618
ENSMUSG00000063450,Syne2,12,"spectrin repeat containing, nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316]",319565,-0.38384364,0.023520156,4.864067419,6.633791199
ENSMUSG00000039497,Dse,10,dermatan sulfate epimerase [Source:MGI Symbol;Acc:MGI:2443455],212898,-0.386477489,0.029887739,13.74333208,18.91984627
ENSMUSG00000022723,Crybg3,16,beta-gamma crystallin domain containing 3 [Source:MGI Symbol;Acc:MGI:2676311],224273,-0.387574578,0.003438008,28.46249651,38.93729014
ENSMUSG00000021238,Aldh6a1,12,"aldehyde dehydrogenase family 6, subfamily A1 [Source:MGI Symbol;Acc:MGI:1915077]",104776,-0.387703821,0.025576539,18.25375067,25.12337538
ENSMUSG00000040732,Erg,16,ETS transcription factor [Source:MGI Symbol;Acc:MGI:95415],13876,-0.388405253,0.009925352,63.5834663,86.91367134
ENSMUSG00000032368,Zic1,9,zinc finger protein of the cerebellum 1 [Source:MGI Symbol;Acc:MGI:106683],22771,-0.38970527,0.038320692,39.51088884,54.69942873
ENSMUSG00000000184,Ccnd2,6,cyclin D2 [Source:MGI Symbol;Acc:MGI:88314],12444,-0.391335715,0.00996584,13.3523321,18.39166117
ENSMUSG00000032737,Inppl1,7,inositol polyphosphate phosphatase-like 1 [Source:MGI Symbol;Acc:MGI:1333787],16332,-0.39191998,0.029449921,13.51844189,18.57682122
ENSMUSG00000027698,Nceh1,3,neutral cholesterol ester hydrolase 1 [Source:MGI Symbol;Acc:MGI:2443191],320024,-0.392069659,0.017176432,10.25412568,14.07596101
ENSMUSG00000022523,Fgf12,16,fibroblast growth factor 12 [Source:MGI Symbol;Acc:MGI:109183],14167,-0.392663775,0.037706419,5.900799206,8.195744872
ENSMUSG00000022416,Cacna1i,15,"calcium channel, voltage-dependent, alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]",239556,-0.393478665,0.041192484,3.260704185,4.473732432
ENSMUSG00000021963,Sap18,14,Sin3-associated polypeptide 18 [Source:MGI Symbol;Acc:MGI:1277978],20220,-0.393659863,0.025041401,6.671740945,9.265508252
ENSMUSG00000058318,Phf21a,2,PHD finger protein 21A [Source:MGI Symbol;Acc:MGI:2384756],192285,-0.393738775,0.017904829,7.950920752,10.98774673
ENSMUSG00000029094,Afap1,5,actin filament associated protein 1 [Source:MGI Symbol;Acc:MGI:1917542],70292,-0.394297865,0.040582561,22.48962841,31.14380037
ENSMUSG00000060510,Zfp266,9,zinc finger protein 266 [Source:MGI Symbol;Acc:MGI:1924769],77519,-0.394694269,0.007233882,10.9097279,15.03913692
ENSMUSG00000028456,Unc13b,4,unc-13 homolog B [Source:MGI Symbol;Acc:MGI:1342278],22249,-0.394818327,0.035241069,14.07928258,18.7200327
ENSMUSG00000034958,Atcay,10,"ataxia, cerebellar, Cayman type [Source:MGI Symbol;Acc:MGI:2448730]",16467,-0.395734998,0.025516903,12.79836863,17.80505496
ENSMUSG00000067879,Vxn,1,vexin [Source:MGI Symbol;Acc:MGI:1924232],76982,-0.396600437,0.026164213,24.98250234,34.66956862
ENSMUSG00000038056,Kmt2c,5,lysine (K)-specific methyltransferase 2C [Source:MGI Symbol;Acc:MGI:2444959],231051,-0.396733814,0.007865382,22.80622199,31.51124417
ENSMUSG00000029426,Scarb2,5,"scavenger receptor class B, member 2 [Source:MGI Symbol;Acc:MGI:1196458]",12492,-0.397053979,0.010470966,48.13035799,66.59548944
ENSMUSG00000041923,Nol4,18,nucleolar protein 4 [Source:MGI Symbol;Acc:MGI:2441684],319211,-0.397786074,0.031199496,7.731868502,10.74346818
ENSMUSG00000035566,Pcdh17,14,protocadherin 17 [Source:MGI Symbol;Acc:MGI:2684924],219228,-0.399220235,0.014962121,4.203798341,5.834241774
ENSMUSG00000021313,Ryr2,13,"ryanodine receptor 2, cardiac [Source:MGI Symbol;Acc:MGI:99685]",20191,-0.400293261,0.022572909,16.81355794,23.16545563
ENSMUSG00000022685,Parn,16,poly(A)-specific ribonuclease (deadenylation nuclease) [Source:MGI Symbol;Acc:MGI:1921358],74108,-0.400620816,0.011577108,13.34418324,18.52213785
ENSMUSG00000025475,Adgra1,7,adhesion G protein-coupled receptor A1 [Source:MGI Symbol;Acc:MGI:1277167],52389,-0.401061293,0.047932692,6.17060557,8.604697335
ENSMUSG00000018322,Tomm34,2,translocase of outer mitochondrial membrane 34 [Source:MGI Symbol;Acc:MGI:1914395],67145,-0.401084818,0.032478871,10.58810765,14.61030295
ENSMUSG00000038949,Cnst,1,"consortin, connexin sorting protein [Source:MGI Symbol;Acc:MGI:2445141]",226744,-0.401123116,0.038224702,7.907143023,10.98770644
ENSMUSG00000038248,Sobp,10,sine oculis binding protein [Source:MGI Symbol;Acc:MGI:1924427],109205,-0.402359807,0.007045384,10.31000113,14.30313126
ENSMUSG00000027030,Stk39,2,serine/threonine kinase 39 [Source:MGI Symbol;Acc:MGI:1858416],53416,-0.402544468,0.01666507,28.04763603,39.0152544
ENSMUSG00000026915,Strbp,2,spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626],20744,-0.402731562,0.005354346,11.52217211,15.92747151
ENSMUSG00000034245,Hdac11,6,histone deacetylase 11 [Source:MGI Symbol;Acc:MGI:2385252],232232,-0.404106451,0.034918585,11.0251535,15.33065511
ENSMUSG00000028469,Npr2,4,natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372],230103,-0.405471919,0.032909841,9.436933732,13.15891218
ENSMUSG00000007617,Homer1,13,homer scaffolding protein 1 [Source:MGI Symbol;Acc:MGI:1347345],26556,-0.405529634,0.031045133,13.39104534,18.72439478
ENSMUSG00000041120,Nbl1,4,"NBL1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:104591]",17965,-0.405609758,0.011770645,113.7653647,158.9772231
ENSMUSG00000057193,Slc44a2,9,"solute carrier family 44, member 2 [Source:MGI Symbol;Acc:MGI:1915932]",68682,-0.405610557,0.031018147,11.4850532,15.94979862
ENSMUSG00000040003,Magi2,5,"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1354953]",50791,-0.40601612,0.020803545,13.51651578,18.93879563
ENSMUSG00000024298,Zfp871,17,zinc finger protein 871 [Source:MGI Symbol;Acc:MGI:1921793],208292,-0.407166719,0.004643595,9.626927073,13.41734762
ENSMUSG00000073755,5730409E04Rik,4,RIKEN cDNA 5730409E04Rik gene [Source:MGI Symbol;Acc:MGI:3609248],230757,-0.407205104,0.018617152,11.62330032,16.18868463
ENSMUSG00000012609,Ttll5,12,"tubulin tyrosine ligase-like family, member 5 [Source:MGI Symbol;Acc:MGI:2443657]",320244,-0.407717818,0.029137229,7.064468785,9.834166684
ENSMUSG00000019944,Rhobtb1,10,Rho-related BTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1916538],69288,-0.408908835,0.013735856,12.13973523,16.9583185
ENSMUSG00000037905,Bri3bp,5,Bri3 binding protein [Source:MGI Symbol;Acc:MGI:1924059],76809,-0.40962128,0.02718257,5.537194868,7.75425036
ENSMUSG00000025902,Sox17,1,SRY (sex determining region Y)-box 17 [Source:MGI Symbol;Acc:MGI:107543],20671,-0.409884717,0.039296678,21.43606301,29.78279511
ENSMUSG00000040479,Dgkz,2,diacylglycerol kinase zeta [Source:MGI Symbol;Acc:MGI:1278339],104418,-0.410203137,0.007751966,38.84905273,53.72147015
ENSMUSG00000032431,Crtap,9,cartilage associated protein [Source:MGI Symbol;Acc:MGI:1891221],56693,-0.410367436,0.041730972,40.95373627,56.56999136
ENSMUSG00000048285,Frmd6,12,FERM domain containing 6 [Source:MGI Symbol;Acc:MGI:2442579],319710,-0.410368512,0.008616864,15.01057012,20.9671119
ENSMUSG00000037762,Slc16a9,10,"solute carrier family 16 (monocarboxylic acid transporters), member 9 [Source:MGI Symbol;Acc:MGI:1914109]",66859,-0.411625777,0.021035643,14.39789247,20.14871598
ENSMUSG00000050530,Fam171a1,2,"family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]",269233,-0.411720052,0.009239191,27.47402761,38.45538138
ENSMUSG00000036377,Cracd,5,capping protein inhibiting regulator of actin [Source:MGI Symbol;Acc:MGI:2444817],320827,-0.41195976,0.042312628,3.285571145,4.557103103
ENSMUSG00000074994,Qser1,2,glutamine and serine rich 1 [Source:MGI Symbol;Acc:MGI:2138986],99003,-0.412409235,0.010607441,11.75958944,16.44537788
ENSMUSG00000049800,Sertad2,11,SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026],58172,-0.412779223,0.029459337,10.99281574,15.33294185
ENSMUSG00000075595,Zfp652,11,zinc finger protein 652 [Source:MGI Symbol;Acc:MGI:2442221],268469,-0.412927583,0.004877953,12.64597995,17.64466068
ENSMUSG00000025026,Add3,19,adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615],27360,-0.41323612,0.001841518,89.7368159,125.5547073
ENSMUSG00000020647,Ncoa1,12,nuclear receptor coactivator 1 [Source:MGI Symbol;Acc:MGI:1276523],17977,-0.414797566,0.001959697,24.96776982,34.8127419
ENSMUSG00000031983,2310022B05Rik,8,RIKEN cDNA 2310022B05 gene [Source:MGI Symbol;Acc:MGI:1916801],69551,-0.415425388,0.011812789,20.04561063,28.05778187
ENSMUSG00000030272,Camk1,6,calcium/calmodulin-dependent protein kinase I [Source:MGI Symbol;Acc:MGI:1098535],52163,-0.415552009,0.047668607,15.61644635,21.52162475
ENSMUSG00000062098,Btbd3,2,BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:2385155],228662,-0.415823103,0.014171465,14.07643828,19.32243725
ENSMUSG00000055435,Maf,8,avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909],17132,-0.415888362,0.022973779,18.57782742,26.20516933
ENSMUSG00000053080,2700081O15Rik,19,RIKEN cDNA 2700081O15 gene [Source:MGI Symbol;Acc:MGI:1919667],108899,-0.416145279,0.016908373,5.460398799,7.57102542
ENSMUSG00000022967,Ifnar1,16,interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658],15975,-0.417106376,0.032287627,65.69475456,91.67477006
ENSMUSG00000061665,Cd2ap,17,CD2-associated protein [Source:MGI Symbol;Acc:MGI:1330281],12488,-0.41719893,0.002674228,45.27897794,63.21078325
ENSMUSG00000027550,Lrrcc1,3,leucine rich repeat and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:1918960],71710,-0.41729763,0.017771261,5.861910179,8.248783815
ENSMUSG00000036309,Skp1,11,S-phase kinase-associated protein 1 [Source:MGI Symbol;Acc:MGI:103575],21402,-0.417341548,0.004382772,93.96554375,131.1220944
ENSMUSG00000025813,Homer2,7,homer scaffolding protein 2 [Source:MGI Symbol;Acc:MGI:1347354],26557,-0.418055386,0.025034032,2.722880711,3.790829529
ENSMUSG00000033713,Foxn3,12,forkhead box N3 [Source:MGI Symbol;Acc:MGI:1918625],71375,-0.418325841,0.00802699,13.70538135,19.28048141
ENSMUSG00000028883,Sema3a,5,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]",20346,-0.418568917,0.021981627,15.83084061,22.38957891
ENSMUSG00000021134,Srsf5,12,serine and arginine-rich splicing factor 5 [Source:MGI Symbol;Acc:MGI:98287],20384,-0.419068844,0.012842644,17.91803559,25.23111775
ENSMUSG00000060681,Slc9a6,X,"solute carrier family 9 (sodium/hydrogen exchanger), member 6 [Source:MGI Symbol;Acc:MGI:2443511]",236794,-0.419329202,0.020479678,8.692871591,12.30032426
ENSMUSG00000026259,Ngef,1,neuronal guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1858414],53972,-0.419678781,0.014267422,13.12664182,18.51571942
ENSMUSG00000025612,Bach1,16,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:MGI Symbol;Acc:MGI:894680]",12013,-0.420914795,0.022201558,10.72655545,15.19233741
ENSMUSG00000066306,Numa1,7,nuclear mitotic apparatus protein 1 [Source:MGI Symbol;Acc:MGI:2443665],101706,-0.420957907,0.001014555,34.7515629,48.83392547
ENSMUSG00000024983,Vti1a,19,vesicle transport through interaction with t-SNAREs 1A [Source:MGI Symbol;Acc:MGI:1855699],53611,-0.421449118,0.048823455,12.01194636,16.59476378
ENSMUSG00000028556,Dock7,4,dedicator of cytokinesis 7 [Source:MGI Symbol;Acc:MGI:1914549],67299,-0.422102901,0.01528143,10.65594341,15.01559917
ENSMUSG00000032009,Sesn3,9,sestrin 3 [Source:MGI Symbol;Acc:MGI:1922997],75747,-0.422242011,0.004989242,11.1049541,15.65354905
ENSMUSG00000030209,Grin2b,6,"glutamate receptor, ionotropic, NMDA2B (epsilon 2) [Source:MGI Symbol;Acc:MGI:95821]",14812,-0.422626066,0.009496144,17.51243561,24.61171543
ENSMUSG00000016933,Plcg1,2,"phospholipase C, gamma 1 [Source:MGI Symbol;Acc:MGI:97615]",18803,-0.423030905,0.003936819,42.57889974,59.78609579
ENSMUSG00000022788,Fgd4,16,"FYVE, RhoGEF and PH domain containing 4 [Source:MGI Symbol;Acc:MGI:2183747]",224014,-0.423654985,0.024524873,3.789961088,5.37115171
